site,species,indiv.no,leaf.no,collected.by,leaf.area,leaf.mass
af,acegla,1,1,NA,28.354,201.5
af,acegla,1,2,NA,52.076,375
af,acegla,1,3,NA,67.141,535.2
af,acegla,1,4,NA,33.885,251.4
af,acegla,1,5,NA,33.817,227
af,acegla,3,1,PA,82.192,287.9
af,acegla,3,2,PA,61.081,197
af,acegla,3,3,PA,18.769,40.9
af,acegla,3,4,PA,46.816,132.4
af,acegla,3,5,PA,114.232,401.9
af,acegla,5,1,PA,70.134,310.8
af,acegla,5,2,PA,62.647,341.2
af,acegla,5,3,PA,87.732,489.3
af,acegla,5,4,PA,59.487,188.7
af,acegla,5,5,PA,98.289,458.5
af,acegla,6,1,PA,75.612,319.8
af,acegla,6,2,PA,55.313,180.4
af,acegla,6,3,PA,48.783,159.2
af,acegla,6,4,PA,81.172,288.7
af,acegla,6,5,PA,72.885,377.3
af,acegla,7,1,PA,61.073,270
af,acegla,7,2,PA,57.688,268.5
af,acegla,7,3,PA,76.011,371.5
af,acegla,7,4,PA,72.851,336.4
af,acegla,7,5,PA,88.461,463.2
af,acegla,8,1,PA,110.368,598
af,acegla,8,2,PA,47.865,201.5
af,acegla,8,3,PA,76.718,303.5
af,acegla,8,4,PA,95.996,372.2
af,acegla,8,5,PA,70.326,442.1
af,acegla,9,1,PA,96.062,476.9
af,acegla,9,2,PA,50.139,250.9
af,acegla,9,3,PA,79.348,399.8
af,acegla,9,4,PA,60.683,318.1
af,acegla,9,5,PA,87.398,447.4
af,acegla,10,1,PA,52.74,134.9
af,acegla,10,2,PA,38.14,116.2
af,acegla,10,3,PA,48.65,129
af,acegla,10,4,PA,47.212,137.3
af,acegla,10,5,PA,61.694,173
af,acegla,11,1,NA,44.053,109.5
af,acegla,11,2,NA,22.959,47.4
af,acegla,11,3,NA,24.826,49.5
af,acegla,11,4,NA,45.448,97
af,acegla,11,5,NA,40.513,87
af,acegla,12,1,NA,20.569,54.4
af,acegla,12,2,NA,28.219,63
af,acegla,12,3,NA,30.405,67.5
af,acegla,12,4,NA,33.455,96.5
af,acegla,12,5,NA,17.314,54.1
af,alninc,1,1,NA,52.702,312.1
af,alninc,1,2,NA,36.942,203.7
af,alninc,1,3,NA,42.505,194.9
af,alninc,1,4,NA,33.547,242.1
af,alninc,1,5,NA,40.422,228.4
af,alninc,5,1,NA,22.622,120.6
af,alninc,5,2,NA,25.217,127.5
af,alninc,5,3,NA,20.892,108
af,alninc,5,4,NA,16.674,100.2
af,alninc,5,5,NA,21.665,111.2
af,alninc,6,1,NA,19.402,107.2
af,alninc,6,2,NA,12.828,63.8
af,alninc,6,3,NA,18.01,105.7
af,alninc,6,4,NA,24.907,151.9
af,alninc,6,5,NA,18.023,111.6
af,alninc,7,1,NA,22.727,94
af,alninc,7,2,NA,18.176,101.4
af,alninc,7,3,NA,28.052,111.5
af,alninc,7,4,NA,14.63,63.1
af,alninc,7,5,NA,9.767,45.5
af,alninc,9,1,PA,35.916,241.5
af,alninc,9,2,PA,22.995,363.8
af,alninc,9,3,PA,14.699,189.1
af,alninc,9,4,PA,30.818,198.7
af,alninc,9,5,PA,27.983,212.6
af,alninc,10,1,PA,32.94,172.7
af,alninc,10,2,PA,27.421,116.9
af,alninc,10,3,PA,32.085,130.9
af,alninc,10,4,PA,39.571,179.5
af,alninc,10,5,PA,43.814,226.1
af,alninc,11,1,PA,32.032,164
af,alninc,11,2,PA,61.599,116.1
af,alninc,11,3,PA,28.215,132.8
af,alninc,11,4,PA,34.641,99.6
af,alninc,11,5,PA,30.471,42.9
af,alninc,12,1,NA,25.405,121.8
af,alninc,12,2,NA,26.332,166.3
af,alninc,12,3,NA,29.711,164.6
af,alninc,12,4,NA,21.43,103.5
af,alninc,12,5,NA,23.287,118.8
af,alninc,13,1,NA,25.405,187.1
af,alninc,13,2,NA,26.332,133.1
af,alninc,13,3,NA,29.711,116.7
af,alninc,13,4,NA,21.43,155.4
af,alninc,13,5,NA,23.287,95.3
af,alninc,20,1,PA,26.052,126.2
af,alninc,20,2,PA,42.513,178.7
af,alninc,20,3,PA,26.134,104.8
af,alninc,20,4,PA,45.103,165.8
af,alninc,20,5,PA,38.804,192.2
af,alnvir,1,1,PA,20.982,214.8
af,alnvir,1,2,PA,35.42,130.2
af,alnvir,1,3,PA,29.062,187.5
af,alnvir,1,4,PA,23.076,137.5
af,alnvir,1,5,PA,24.717,157.9
af,alnvir,2,1,my,15.384,117.9
af,alnvir,2,2,my,15.134,108.5
af,alnvir,2,3,my,15.28,109.4
af,alnvir,2,4,my,12.487,99.1
af,alnvir,2,5,my,15.564,105.9
af,alnvir,3,1,NA,18.564,157.3
af,alnvir,3,2,NA,14.881,116.2
af,alnvir,3,3,NA,17.607,149.6
af,alnvir,3,4,NA,22.566,180.9
af,alnvir,3,5,NA,24.49,193.6
af,alnvir,4,1,my,40.577,255.4
af,alnvir,4,2,my,37.867,245.3
af,alnvir,4,3,my,80.717,276.1
af,alnvir,4,4,my,42.244,271.6
af,alnvir,4,5,my,24.858,152.5
af,alnvir,5,1,my,21.957,145.6
af,alnvir,5,2,my,16.36,104.7
af,alnvir,5,3,my,18.176,144.4
af,alnvir,5,4,my,22.255,112.1
af,alnvir,5,5,my,14.242,94.7
af,alnvir,11,1,NA,17.873,143.2
af,alnvir,11,2,NA,14.558,109.2
af,alnvir,11,3,NA,10.44,77.1
af,alnvir,11,4,NA,15.261,118.9
af,alnvir,11,5,NA,12.517,87.5
af,alnvir,12,1,NA,23.459,159.8
af,alnvir,12,2,NA,27.187,194.2
af,alnvir,12,3,NA,18.786,142.8
af,alnvir,12,4,NA,24.902,167
af,alnvir,12,5,NA,28.338,203.1
af,alnvir,13,1,my,19.515,144.4
af,alnvir,13,2,my,24.08,146.4
af,alnvir,13,3,my,25.086,177.8
af,alnvir,13,4,my,21.289,157.3
af,alnvir,13,5,my,20.64,130.7
af,alnvir,14,1,my,31.536,256.2
af,alnvir,14,2,my,21.093,300.3
af,alnvir,14,3,my,39.851,163.3
af,alnvir,14,4,my,42.588,177.8
af,alnvir,14,5,my,24.81,325.4
af,alnvir,20,1,PA,57.236,240.5
af,alnvir,20,2,PA,48.203,241.2
af,alnvir,20,3,PA,29.552,127.7
af,alnvir,20,4,PA,35.566,152.7
af,alnvir,20,5,PA,39.13,161.1
af,amealn,1,1,PA,12.663,87.6
af,amealn,1,2,PA,17.779,87.8
af,amealn,1,3,PA,11.632,74.1
af,amealn,1,4,PA,8.043,44.6
af,amealn,1,5,PA,16.316,84.2
af,amealn,2,1,NA,9.344,46.6
af,amealn,2,2,NA,10.708,65.1
af,amealn,2,3,NA,17.283,106.2
af,amealn,2,4,NA,16.315,104.4
af,amealn,2,5,NA,11.256,69.4
af,amealn,3,1,PA,16.944,76
af,amealn,3,2,PA,29.4,107
af,amealn,3,3,PA,11.811,39.7
af,amealn,3,4,PA,18.089,83.2
af,amealn,3,5,PA,22.316,88.7
af,amealn,5,1,PA,12.224,79.6
af,amealn,5,2,PA,22.597,91
af,amealn,5,3,PA,21.183,68.7
af,amealn,5,4,PA,10.903,129.8
af,amealn,5,5,PA,13.267,128.4
af,amealn,6,1,NA,11.226,79.4
af,amealn,6,2,NA,13.135,109
af,amealn,6,3,NA,12.749,91.2
af,amealn,6,4,NA,13.42,114.9
af,amealn,6,5,NA,9.317,76.3
af,amealn,7,1,NA,14.769,102.2
af,amealn,7,2,NA,17.331,140.6
af,amealn,7,3,NA,17.076,124.4
af,amealn,7,4,NA,13.993,112.5
af,amealn,7,5,NA,11.685,72.2
af,amealn,8,1,NA,14.814,79.1
af,amealn,8,2,NA,21.289,114.4
af,amealn,8,3,NA,16.719,79.8
af,amealn,8,4,NA,18.809,93.9
af,amealn,8,5,NA,18.416,92.5
af,amealn,9,1,NA,20.648,72
af,amealn,9,2,NA,9.452,31.2
af,amealn,9,3,NA,11.971,44.1
af,amealn,9,4,NA,8.45,30
af,amealn,9,5,NA,22.193,81.2
af,amealn,10,1,my,20.73,56.4
af,amealn,10,2,my,21.086,54.8
af,amealn,10,3,my,17.133,48.3
af,amealn,10,4,my,16.225,43.5
af,amealn,10,5,my,22.612,64.7
af,amealn,12,1,NA,15.574,40.7
af,amealn,12,2,NA,15.222,36.8
af,amealn,12,3,NA,16.553,42.9
af,amealn,12,4,NA,16.169,41.3
af,amealn,12,5,NA,9.607,23.3
af,betpap,2,1,NA,27.471,98.6
af,betpap,2,2,NA,39.306,140.8
af,betpap,2,3,NA,29.889,114.4
af,betpap,2,4,NA,27.816,106.6
af,betpap,2,5,NA,32.368,130.7
af,betpap,3,1,PA,45.336,176.3
af,betpap,3,2,PA,31.013,91.3
af,betpap,3,3,PA,45.305,194.9
af,betpap,3,4,PA,34.24,116.8
af,betpap,3,5,PA,37.047,134.8
af,betpap,4,1,PA,32.312,116.7
af,betpap,4,2,PA,32.701,118.4
af,betpap,4,3,PA,24.517,94.9
af,betpap,4,4,PA,25.183,90.4
af,betpap,4,5,PA,25.455,91.9
af,betpap,5,1,PA,29.233,113.3
af,betpap,5,2,PA,52.675,202.1
af,betpap,5,3,PA,34.413,113.1
af,betpap,5,4,PA,42.789,173
af,betpap,5,5,PA,47.961,194.2
af,betpap,6,1,PA,31.67,115.4
af,betpap,6,2,PA,29.89,100.5
af,betpap,6,3,PA,22.521,70.9
af,betpap,6,4,PA,23.531,86.6
af,betpap,6,5,PA,28.439,99.2
af,betpap,7,1,PA,26.139,115.4
af,betpap,7,2,PA,39.925,217.6
af,betpap,7,3,PA,36.636,198.4
af,betpap,7,4,PA,30.536,149.2
af,betpap,7,5,PA,26.064,143.6
af,betpap,8,1,PA,30.645,86
af,betpap,8,2,PA,28.201,123.3
af,betpap,8,3,PA,32.564,127.6
af,betpap,8,4,PA,23.337,110.7
af,betpap,8,5,PA,30.546,133.9
af,betpap,9,1,PA,27.099,135.1
af,betpap,9,2,PA,38.83,161.2
af,betpap,9,3,PA,40.727,240.5
af,betpap,9,4,PA,40.25,217
af,betpap,9,5,PA,42.269,224.4
af,betpap,10,1,PA,27.214,149.5
af,betpap,10,2,PA,25.202,148.2
af,betpap,10,3,PA,17.262,105.2
af,betpap,10,4,PA,19.949,121.2
af,betpap,10,5,PA,22.079,91.2
af,betpap,11,1,PA,35.344,168.4
af,betpap,11,2,PA,35.064,150.4
af,betpap,11,3,PA,32.007,149.8
af,betpap,11,4,PA,37.013,158.5
af,betpap,11,5,PA,34.73,156
af,corsto,1,1,PA,37.434,164
af,corsto,1,2,PA,36.439,176.3
af,corsto,1,3,PA,39.343,223.4
af,corsto,1,4,PA,20.41,97.9
af,corsto,1,5,PA,18.008,89.1
af,corsto,3,1,NA,70.923,260.1
af,corsto,3,2,NA,28.465,80.5
af,corsto,3,3,NA,58.219,190.9
af,corsto,3,4,NA,73.17,266.9
af,corsto,3,5,NA,42.778,142.6
af,corsto,4,1,PA,34.522,96.3
af,corsto,4,2,PA,19.651,45.5
af,corsto,4,3,PA,36.309,87.9
af,corsto,4,4,PA,24.111,66.6
af,corsto,4,5,PA,18.533,61
af,corsto,5,1,PA,19.255,120.9
af,corsto,5,2,PA,18.612,103.4
af,corsto,5,3,PA,19.262,133.2
af,corsto,5,4,PA,26.871,171.7
af,corsto,5,5,PA,27.773,175.3
af,corsto,6,1,NA,10.499,56.9
af,corsto,6,2,NA,13.607,86.5
af,corsto,6,3,NA,4.784,29
af,corsto,6,4,NA,7.807,43.9
af,corsto,6,5,NA,8.748,49.2
af,corsto,7,1,my,26.423,110
af,corsto,7,2,my,29.399,148.7
af,corsto,7,3,my,37.85,147.5
af,corsto,7,4,my,45.452,188
af,corsto,7,5,my,38.366,175.1
af,corsto,8,1,my,32.025,82.7
af,corsto,8,2,my,26.405,90.7
af,corsto,8,3,my,38.006,81.2
af,corsto,8,4,my,26.267,116.6
af,corsto,8,5,my,34.46,94.9
af,corsto,9,1,PA,63.856,222.2
af,corsto,9,2,PA,53.013,196.4
af,corsto,9,3,PA,47.364,167.4
af,corsto,9,4,PA,61.341,197.4
af,corsto,9,5,PA,30.35,93.3
af,corsto,10,1,NA,28.255,123.4
af,corsto,10,2,NA,17.853,90.3
af,corsto,10,3,NA,13.031,71.9
af,corsto,10,4,NA,15.369,82
af,corsto,10,5,NA,14.913,77.6
af,corsto,11,1,my,51.413,156.1
af,corsto,11,2,my,46.28,195.7
af,corsto,11,3,my,75.861,258.2
af,corsto,11,4,my,54.61,183.2
af,corsto,11,5,my,61.665,192.4
af,loninv,1,1,PA,39.683,108.1
af,loninv,1,2,PA,46.133,120
af,loninv,1,3,PA,39.52,95.6
af,loninv,1,4,PA,48.329,123.3
af,loninv,1,5,PA,48.68,99.3
af,loninv,2,1,PA,20.318,109.1
af,loninv,2,2,PA,16.729,84.8
af,loninv,2,3,PA,19.321,116.2
af,loninv,2,4,PA,17.062,88.1
af,loninv,2,5,PA,15.043,74.7
af,loninv,3,1,PA,18.783,67
af,loninv,3,2,PA,19.403,63.9
af,loninv,3,3,PA,14.947,56.6
af,loninv,3,4,PA,12.931,73.7
af,loninv,3,5,PA,17.077,78.9
af,loninv,4,1,my,29.868,150.4
af,loninv,4,2,my,28.742,150.3
af,loninv,4,3,my,16.214,89.4
af,loninv,4,4,my,25.342,160.5
af,loninv,4,5,my,23.272,167.4
af,loninv,5,1,my,18.05,142.2
af,loninv,5,2,my,17.962,143.6
af,loninv,5,3,my,14.914,103.7
af,loninv,5,4,my,16.483,101.1
af,loninv,5,5,my,11.294,68.1
af,loninv,6,1,NA,14.424,81.7
af,loninv,6,2,NA,6.548,29.9
af,loninv,6,3,NA,7.594,43.2
af,loninv,6,4,NA,23.795,105.3
af,loninv,6,5,NA,7.473,40
af,loninv,8,1,PA,15.337,64.5
af,loninv,8,2,PA,19.289,79.9
af,loninv,8,3,PA,11.989,33
af,loninv,8,4,PA,18.057,71.9
af,loninv,8,5,PA,35.958,117.9
af,loninv,9,1,NA,20.374,97.8
af,loninv,9,2,NA,39.665,204.1
af,loninv,9,3,NA,38.064,215.4
af,loninv,9,4,NA,27.574,131.3
af,loninv,9,5,NA,37.494,221.5
af,loninv,11,1,NA,25.935,74
af,loninv,11,2,NA,14.844,36.7
af,loninv,11,3,NA,27.584,113.2
af,loninv,11,4,NA,16.311,37.4
af,loninv,11,5,NA,29.501,107.2
af,loninv,3_02,1,dl,24.138,90.9
af,loninv,3_02,2,dl,26.651,93.1
af,loninv,3_02,5,dl,30.09,80.5
af,loninv,3_02,6,dl,29.964,84.2
af,loninv,3_02,7,dl,31.042,105.2
af,popbal,1,1,PA,76.001,487.1
af,popbal,1,2,PA,58.642,400.6
af,popbal,1,3,PA,58.385,443
af,popbal,1,4,PA,43.692,275.3
af,popbal,1,5,PA,47.046,268.2
af,popbal,2,1,PA,57.884,338.1
af,popbal,2_2,1,PA,29.089,123.2
af,popbal,2,2,PA,36.421,170
af,popbal,2_2,2,PA,27.968,109.7
af,popbal,2_2,3,PA,42.773,195.7
af,popbal,2,3,PA,74.458,501.7
af,popbal,2_2,4,PA,36.675,178.8
af,popbal,2,4,PA,52.057,278
af,popbal,2,5,PA,56.737,284.7
af,popbal,2_2,5,PA,31.499,137
af,popbal,3,1,PA,15.932,88.6
af,popbal,3,2,PA,12.872,71.8
af,popbal,3,3,PA,19.462,119.5
af,popbal,3,4,PA,14.48,89.6
af,popbal,3,5,PA,19.737,113.8
af,popbal,4,1,NA,25.361,177
af,popbal,4,2,NA,23.842,152.5
af,popbal,4,3,NA,17.243,110.3
af,popbal,4,4,NA,22.789,147.5
af,popbal,4,5,NA,23.086,132.1
af,popbal,5,1,PA,33.657,201.4
af,popbal,5,2,PA,33.321,237.2
af,popbal,5,3,PA,15.745,101.6
af,popbal,5,4,PA,21.486,120.4
af,popbal,5,5,PA,40.598,289.1
af,popbal,6,1,my,33.181,241.6
af,popbal,6,2,my,25.726,177.2
af,popbal,6,3,my,18.988,127
af,popbal,6,4,my,33.623,234.1
af,popbal,6,5,my,26.507,198.2
af,popbal,7,1,NA,12.128,83.2
af,popbal,7,2,NA,31.863,215.4
af,popbal,7,3,NA,32.089,210.4
af,popbal,7,4,NA,18.398,104.2
af,popbal,7,5,NA,37.035,198.6
af,popbal,8,1,my,25.537,204.1
af,popbal,8,2,my,24.225,185
af,popbal,8,3,my,23.681,154.9
af,popbal,8,4,my,34.223,232.3
af,popbal,8,5,my,29.672,215.2
af,popbal,9,1,NA,25.215,205.8
af,popbal,9,2,NA,15.304,102.6
af,popbal,9,3,NA,14.215,107.5
af,popbal,9,4,NA,13.736,92.2
af,popbal,9,5,NA,14.559,85.6
af,poptre,3,1,my,8.688,51.3
af,poptre,3,2,my,9.003,58.5
af,poptre,3,3,my,8.087,48.9
af,poptre,3,4,my,8.485,48
af,poptre,3,5,my,7.272,40.4
af,poptre,4,1,my,9.313,100
af,poptre,4,2,my,15.111,90.2
af,poptre,4,3,my,12.945,81.5
af,poptre,4,4,my,12.254,66.4
af,poptre,4,5,my,14.443,107
af,poptre,5,1,my,12.188,111.5
af,poptre,5,2,my,14.256,89.8
af,poptre,5,3,my,15.723,110.7
af,poptre,5,4,my,13.462,88
af,poptre,5,5,my,19.15,129.2
af,poptre,6,1,my,15.203,109.6
af,poptre,6,2,my,14.609,111.1
af,poptre,6,3,my,10.231,79.9
af,poptre,6,4,my,15.649,114.9
af,poptre,6,5,my,6.716,58.2
af,poptre,7,1,PA,21.009,75
af,poptre,7,2,PA,12.345,48.1
af,poptre,7,3,PA,22.756,91.7
af,poptre,7,4,PA,18.92,84.1
af,poptre,7,5,PA,24.589,75.2
af,poptre,8,1,NA,21.219,50.4
af,poptre,8,2,NA,12.558,66.2
af,poptre,8,3,NA,22.993,55.6
af,poptre,8,4,NA,19.189,40.4
af,poptre,8,5,NA,25.406,68.2
af,poptre,9,1,PA,7.75,44.1
af,poptre,9,2,PA,6.31,32.8
af,poptre,9,3,PA,7.325,37.7
af,poptre,9,4,PA,6.912,38.8
af,poptre,9,5,PA,7.55,43
af,poptre,10,1,PA,7.06,37.6
af,poptre,10,2,PA,6.637,31.7
af,poptre,10,3,PA,7.168,32.3
af,poptre,10,4,PA,7.616,43.1
af,poptre,10,5,PA,6.459,37.1
af,poptre,15,1,my,14.377,94.1
af,poptre,15,2,my,16.107,99.4
af,poptre,15,3,my,17.344,82.5
af,poptre,15,4,my,18.061,64.7
af,poptre,15,5,my,16.207,88.8
af,poptre,13,1,my,23.157,97.5
af,poptre,13,2,my,23.038,112.2
af,poptre,13,3,my,20.117,107.4
af,poptre,13,4,my,21.015,123
af,poptre,13,5,my,16.165,99.7
af,riblac,1,1,PA,11.845,40.2
af,riblac,1,2,PA,20.163,84.3
af,riblac,1,3,PA,16.049,59.3
af,riblac,1,4,PA,12.544,53
af,riblac,1,5,PA,15.534,67.6
af,riblac,2,1,PA,17.014,74.9
af,riblac,2,2,PA,6.996,24.7
af,riblac,2,3,PA,8.387,35.3
af,riblac,2,4,PA,13.13,59.5
af,riblac,2,5,PA,13.25,55.7
af,riblac,4,1,NA,12.332,41.7
af,riblac,4,2,NA,21.692,71.8
af,riblac,4,3,NA,15.765,47.8
af,riblac,4,4,NA,20.316,69.6
af,riblac,4,5,NA,19.447,70.9
af,riblac,6,1,my,16.495,54.8
af,riblac,6,2,my,10.48,39.2
af,riblac,6,3,my,12.187,32.6
af,riblac,6,4,my,9.074,28.7
af,riblac,6,5,my,9.068,29.5
af,riblac,7,1,NA,8.92,63.3
af,riblac,7,2,NA,5.552,40.6
af,riblac,7,3,NA,7.237,52.8
af,riblac,7,4,NA,3.593,29.7
af,riblac,7,5,NA,4.363,24
af,riblac,8,1,my,11.682,64.2
af,riblac,8,2,my,11.364,53.4
af,riblac,8,3,my,8.077,30.6
af,riblac,8,4,my,8.414,43.9
af,riblac,8,5,my,11.442,58
af,riblac,10,1,my,12.111,34.4
af,riblac,10,2,my,13.662,38
af,riblac,10,3,my,9.713,26.8
af,riblac,10,4,my,10.244,26.6
af,riblac,10,5,my,14.118,36.6
af,riblac,11,1,my,12.468,31.4
af,riblac,11,2,my,32.9,79.7
af,riblac,11,3,my,19.76,45.2
af,riblac,11,4,my,23.626,63.4
af,riblac,11,5,my,31.24,77.6
af,riblac,12,1,my,12.146,24.1
af,riblac,12,2,my,11.835,24.9
af,riblac,12,3,my,11.693,29.1
af,riblac,12,4,my,15.137,38.6
af,riblac,12,5,my,18.199,38.2
af,riblac,20,1,PA,14.398,54.8
af,riblac,20,2,PA,10.822,36.5
af,riblac,20,3,PA,11.488,46.2
af,riblac,20,4,PA,12.348,41.3
af,riblac,20,5,PA,12.381,39.7
af,rosaci,1,1,PA,52.942,225.4
af,rosaci,1,2,PA,36.544,151.2
af,rosaci,1,3,PA,28.8,111
af,rosaci,1,4,PA,35.454,141.8
af,rosaci,1,5,PA,30.7,139
af,rosaci,2,1,NA,47.422,239.7
af,rosaci,2,2,NA,27.035,91.6
af,rosaci,2,3,NA,59.566,271.8
af,rosaci,2,4,NA,26.224,79.8
af,rosaci,2,5,NA,40.046,190.3
af,rosaci,3,1,PA,42.854,119.2
af,rosaci,3,2,PA,44.349,140.5
af,rosaci,3,3,PA,46.303,137.9
af,rosaci,3,4,PA,39.786,125.4
af,rosaci,3,5,PA,42.509,134.3
af,rosaci,4,1,NA,31.601,149.9
af,rosaci,4,2,NA,24.928,127.4
af,rosaci,4,3,NA,21.591,102.2
af,rosaci,4,4,NA,19.477,109.1
af,rosaci,4,5,NA,23.123,116.7
af,rosaci,5,1,PA,29.75,140
af,rosaci,5,2,PA,37.113,137.1
af,rosaci,5,3,PA,35.751,145.1
af,rosaci,5,4,PA,47.791,196.7
af,rosaci,5,5,PA,30.26,121
af,rosaci,8,1,NA,48.002,185.3
af,rosaci,8,2,NA,30.28,105.2
af,rosaci,8,3,NA,59.394,100.6
af,rosaci,8,4,NA,31.665,113.4
af,rosaci,8,5,NA,39.321,130
af,rosgym,1,1,my,28.581,71.8
af,rosgym,1,2,my,28.461,63.7
af,rosgym,1,3,my,55.512,77.4
af,rosgym,1,4,my,52.83,106.9
af,rosgym,1,5,my,30.17,44.6
af,rosgym,2,1,my,30.608,93.2
af,rosgym,2,2,my,41.795,161.7
af,rosgym,2,3,my,45.473,191
af,rosgym,2,4,my,48.703,128.7
af,rosgym,2,5,my,45.521,139.2
af,rosgym,7,1,my,33.889,180.7
af,rosgym,7,2,my,21.542,93.1
af,rosgym,7,3,my,27.486,190.5
af,rosgym,7,4,my,36.708,192.7
af,rosgym,7,5,my,31.857,157.8
af,rosgym,7,1,PA,33.889,180.7
af,rosgym,7,2,PA,21.542,93.1
af,rosgym,7,3,PA,27.486,190.5
af,rosgym,7,4,PA,36.708,192.7
af,rosgym,7,5,PA,31.857,157.8
af,rosgym,11,1,my,42.047,164.4
af,rosgym,11,2,my,38.447,175.2
af,rosgym,11,3,my,52.806,272.6
af,rosgym,11,4,my,53.544,262.5
af,rosgym,11,5,my,56.307,289.7
af,rubida,4,1,my,34.435,129.9
af,rubida,4,2,my,39.156,186.4
af,rubida,4,3,my,34.854,132.3
af,rubida,4,4,PA,45.191,185.2
af,rubida,4,5,PA,35.533,181.8
af,rubida,15,1,my,63.702,256
af,rubida,15,2,my,71.488,212.9
af,rubida,15,3,my,83.212,301.2
af,rubida,15,4,my,83.916,316
af,rubida,15,5,my,61.143,168
af,rubida,15,1,PA,64.335,256
af,rubida,15,2,PA,32.43,212.9
af,rubida,15,3,PA,23.655,301.2
af,rubida,15,4,PA,84.56,316
af,rubida,15,5,PA,61.874,168
af,rubida,16,1,my,41.2,165
af,rubida,16,2,my,30.351,125.2
af,rubida,16,3,my,27.703,85.9
af,rubida,16,4,my,22.933,140.6
af,rubida,16,5,my,33.96,128.6
af,rubida,17,1,my,23.482,63.5
af,rubida,17,2,my,50.309,147.4
af,rubida,17,3,my,31.652,87
af,rubida,17,4,my,39.028,84.3
af,rubida,17,5,my,30.51,106.7
af,rubpar,2,1,NA,65.445,242.2
af,rubpar,2,2,NA,86.526,341.5
af,rubpar,2,3,NA,75.538,291.6
af,rubpar,2,4,NA,168.152,384.7
af,rubpar,2,5,NA,248.709,889.9
af,rubpar,3,1,NA,99.774,260.1
af,rubpar,3,2,NA,70.838,204.5
af,rubpar,3,3,NA,122.677,288.8
af,rubpar,3,4,NA,102.79,381.8
af,rubpar,3,5,NA,109.653,403.3
af,rubpar,4,1,PA,64.783,303.8
af,rubpar,4,2,PA,84.412,355
af,rubpar,4,3,PA,95.064,373.1
af,rubpar,4,4,PA,107.641,364.8
af,rubpar,4,5,PA,64.824,234.1
af,rubpar,5,1,my,281.415,729.4
af,rubpar,5,2,my,158.104,339.7
af,rubpar,5,3,my,79.731,166.8
af,rubpar,5,4,my,109.849,220.3
af,rubpar,5,5,my,124.807,302.1
af,rubpar,6,1,my,284.151,676.3
af,rubpar,6,2,my,167.758,407.7
af,rubpar,6,3,my,311.564,797.5
af,rubpar,6,4,my,197.023,450.4
af,rubpar,6,5,my,167.969,407.2
af,rubpar,10,1,my,293.297,757.7
af,rubpar,10,2,my,253.376,711.9
af,rubpar,10,3,my,157.108,395.5
af,rubpar,10,4,my,388.452,1090.1
af,rubpar,10,5,my,341.606,936.4
af,rubpar,11,1,NA,81.741,240.7
af,rubpar,11,2,NA,61.86,140.6
af,rubpar,11,3,NA,52.621,217.4
af,rubpar,11,4,NA,60.421,170.1
af,rubpar,11,5,NA,67.68,162.8
af,rubpar,13,1,NA,182.642,632.2
af,rubpar,13,2,NA,108.566,339.2
af,rubpar,13,3,NA,178.908,522
af,rubpar,13,4,NA,45.895,103.6
af,rubpar,13,5,NA,55.355,140.4
af,rubpar,14,1,NA,170.221,699.9
af,rubpar,14,2,NA,114.516,441.2
af,rubpar,14,3,NA,159.337,639.2
af,rubpar,14,4,NA,73.14,300.7
af,rubpar,14,5,NA,126.284,527.9
af,rubpar,15,1,my,380.357,1129.4
af,rubpar,15,2,my,368.482,1044.5
af,rubpar,15,3,my,291.582,795.5
af,rubpar,15,4,my,295.328,842.6
af,rubpar,15,5,my,329.793,918.4
af,rubpar,16,1,my,420.253,1148.5
af,rubpar,16,2,my,298.383,746.9
af,rubpar,16,3,my,315.672,829.3
af,rubpar,16,4,my,365.079,1005.7
af,rubpar,16,5,my,310.738,909.2
af,rubspe,7,1,PA,60.251,158.9
af,rubspe,7,2,PA,27.505,67.9
af,rubspe,7,3,PA,34.292,150.4
af,rubspe,7,4,PA,44.616,196.6
af,rubspe,7,5,PA,51.226,117.5
af,samrac,1,1,NA,395.623,1726.5
af,samrac,1,2,NA,274.73,1368.9
af,samrac,1,3,NA,608.412,3277.1
af,samrac,1,4,NA,578.742,2899.1
af,samrac,1,5,NA,584.733,2594.3
af,samrac,3,1,NA,262.054,1029.9
af,samrac,3,2,NA,302.826,1219.5
af,samrac,3,3,NA,326.077,1202.3
af,samrac,3,4,NA,173.89,572.3
af,samrac,3,5,NA,314.987,1057.3
af,samrac,4,1,NA,236.822,770.3
af,samrac,4,2,NA,357.679,1261.5
af,samrac,4,3,NA,278.322,933.9
af,samrac,4,4,NA,346.486,1160.8
af,samrac,4,5,NA,173.761,493.3
af,samrac,5,1,my,310.15,842.4
af,samrac,5,2,my,264.295,627.9
af,samrac,5,3,my,233.391,578.3
af,samrac,5,4,my,251.896,721.4
af,samrac,5,5,my,187.924,734.3
af,samrac,6,1,my,492.675,1284.7
af,samrac,6,2,my,371.02,1055.4
af,samrac,6,3,my,366.046,1044
af,samrac,6,4,my,389.401,891.5
af,samrac,6,5,my,318.803,828.4
af,samrac,7,1,my,325.761,506.1
af,samrac,7,2,my,403.933,556.2
af,samrac,7,3,my,268.272,465.3
af,samrac,7,4,my,130.479,609.7
af,samrac,7,5,my,90.219,478.1
af,samrac,9,1,NA,274.179,1248.2
